CP116296.1	NZ_AUML01000035.1	82.559	6135	1028	31	115132	121246	32904	39016	0.0	5363
CP116296.1	NZ_AUML01000035.1	84.545	1870	277	9	110936	112800	30202	32064	0.0	1842
CP116296.1	NZ_AUML01000035.1	85.102	443	66	0	114668	115110	32404	32846	2.71e-122	453
CP116296.1	NZ_BMWS01000030.1	82.559	6135	1028	31	115132	121246	33487	39599	0.0	5363
CP116296.1	NZ_BMWS01000030.1	84.545	1870	277	9	110936	112800	30785	32647	0.0	1842
CP116296.1	NZ_BMWS01000030.1	85.102	443	66	0	114668	115110	32987	33429	2.71e-122	453
CP116296.1	NZ_CP047027.1	81.834	5582	948	63	68688	74238	523925	529471	0.0	4630
CP116296.1	NZ_CP047027.1	85.215	744	98	11	103299	104036	4572677	4573414	0.0	754
CP116296.1	NZ_BMEN01000005.1	77.084	3923	817	74	68693	72576	191134	187255	0.0	2189
CP116296.1	NZ_BMEN01000005.1	78.891	1118	218	18	74274	75382	185404	184296	0.0	741
CP116296.1	NZ_BMEN01000005.1	75.472	1537	332	38	75988	77502	183699	182186	0.0	708
CP116296.1	NZ_BMEN01000005.1	78.341	1085	221	12	73154	74231	186680	185603	0.0	689
CP116296.1	NZ_FQXQ01000001.1	77.084	3923	817	74	68693	72576	191591	187712	0.0	2189
CP116296.1	NZ_FQXQ01000001.1	78.891	1118	218	18	74274	75382	185861	184753	0.0	741
CP116296.1	NZ_FQXQ01000001.1	75.472	1537	332	38	75988	77502	184156	182643	0.0	708
CP116296.1	NZ_FQXQ01000001.1	78.341	1085	221	12	73154	74231	187137	186060	0.0	689
CP116296.1	NZ_PGUB01000120.1	89.410	1492	149	9	99198	100684	2360	873	0.0	1871
CP116296.1	NZ_PGUB01000120.1	81.373	204	18	6	100594	100778	447	245	1.43e-30	148
CP116296.1	NZ_RHLN01000029.1	75.808	3373	754	53	69201	72542	17051	13710	0.0	1652
CP116296.1	NZ_JUGU01000001.1	86.953	1418	175	7	103309	104724	2632986	2631577	0.0	1585
CP116296.1	NZ_QPIG01000004.1	86.030	1446	191	7	103282	104724	225786	224349	0.0	1541
CP116296.1	NZ_QNRP01000004.1	86.030	1446	191	7	103282	104724	225754	224317	0.0	1541
CP116296.1	NZ_JAFBGM010000002.1	85.584	1422	193	8	103308	104725	1431482	1430069	0.0	1480
CP116296.1	NZ_JAEHJZ010000059.1	81.151	1581	285	12	113026	114600	37470	35897	0.0	1256
CP116296.1	NZ_JAEHJZ010000059.1	80.973	1582	288	12	20075	21650	35896	37470	0.0	1242
CP116296.1	NZ_KE384218.1	80.462	1602	301	11	113014	114610	1835033	1836627	0.0	1214
CP116296.1	NZ_KE384218.1	80.543	1583	297	10	113025	114602	1639009	1637433	0.0	1206
CP116296.1	NZ_KE384218.1	80.225	1598	304	11	20063	21655	1836630	1835040	0.0	1190
CP116296.1	NZ_KE384218.1	80.329	1581	300	10	20076	21651	1637435	1639009	0.0	1186
CP116296.1	NZ_KE384218.1	84.722	360	52	2	92371	92728	2375698	2376056	2.19e-93	357
CP116296.1	NZ_JACLAF010000001.1	77.489	1888	393	28	110947	112820	65841	63972	0.0	1103
CP116296.1	NZ_JACLAF010000001.1	72.454	1699	418	44	126221	127891	57111	55435	3.43e-136	499
CP116296.1	NZ_SLUP01000002.1	76.583	2037	441	29	79534	81549	434718	432697	0.0	1086
CP116296.1	NZ_VORR01000043.1	76.554	1915	403	38	79650	81538	29063	30957	0.0	1007
CP116296.1	NZ_VORR01000043.1	79.176	437	82	9	75991	76423	24868	25299	1.74e-74	294
CP116296.1	NZ_VORQ01000041.1	76.554	1915	403	38	79650	81538	30896	32790	0.0	1007
CP116296.1	NZ_VORQ01000041.1	79.176	437	82	9	75991	76423	26701	27132	1.74e-74	294
CP116296.1	NZ_AUML01000063.1	75.424	2063	425	61	139469	141490	5729	3708	0.0	926
CP116296.1	NZ_AUML01000063.1	76.225	1796	382	35	137590	139366	7607	5838	0.0	909
CP116296.1	NZ_AUML01000063.1	82.196	337	60	0	147883	148219	2942	2606	2.25e-73	291
CP116296.1	NZ_BMWS01000012.1	75.424	2063	425	61	139469	141490	100555	102576	0.0	926
CP116296.1	NZ_BMWS01000012.1	76.225	1796	382	35	137590	139366	98677	100446	0.0	909
CP116296.1	NZ_BMWS01000012.1	82.196	337	60	0	147883	148219	103342	103678	2.25e-73	291
CP116296.1	NZ_FZLT01000084.1	77.183	1271	272	13	111533	112794	530	1791	0.0	725
CP116296.1	NZ_CP015172.1	77.201	1272	270	16	111533	112794	863451	864712	0.0	725
CP116296.1	NZ_CP015172.1	70.742	1603	376	74	6880	8434	850907	852464	6.30e-69	276
CP116296.1	NZ_CP015172.1	71.091	972	228	44	7850	8799	850838	851778	8.44e-43	189
CP116296.1	NZ_CP015172.1	94.595	37	1	1	23211	23247	880891	880856	0.009	56.5
CP116296.1	NZ_CP015172.1	96.970	33	1	0	23211	23243	3769510	3769542	0.009	56.5
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	884593	884566	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	886481	886454	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	888869	888842	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	1029607	1029580	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	3767341	3767368	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	3768465	3768492	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	3770655	3770682	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	3771459	3771486	0.12	52.8
CP116296.1	NZ_CP015172.1	100.000	28	0	0	23211	23238	3913432	3913459	0.12	52.8
CP116296.1	NZ_CP020919.1	78.593	1009	208	7	111804	112808	2600116	2599112	0.0	660
CP116296.1	NZ_CP039456.1	72.607	2048	508	45	93219	95241	678331	680350	5.43e-174	625
CP116296.1	NZ_CP039456.1	72.383	2006	499	46	96443	98422	678331	680307	9.21e-162	584
CP116296.1	NZ_CP039456.1	72.079	2088	518	56	93219	95277	3392925	3390874	3.34e-156	566
CP116296.1	NZ_CP039456.1	72.071	1980	496	48	96443	98396	3392925	3390977	2.02e-148	540
CP116296.1	NZ_BMWS01000053.1	93.204	412	28	0	106672	107083	528	117	1.97e-168	606
CP116296.1	NZ_AUML01000069.1	93.204	412	28	0	106672	107083	6620	7031	1.97e-168	606
CP116296.1	NZ_PGUB01000159.1	92.961	412	29	0	106672	107083	482	71	9.15e-167	601
CP116296.1	NZ_MDJD01000006.1	78.077	967	197	13	118407	119365	85547	84588	1.18e-165	597
CP116296.1	NZ_CP025119.1	95.143	350	15	2	92114	92463	1229492	1229839	9.34e-152	551
CP116296.1	NZ_CP025119.1	93.233	133	7	2	95144	95274	1281127	1281259	1.81e-44	195
CP116296.1	NZ_CP025119.1	90.076	131	9	4	95149	95277	1196071	1196199	3.95e-36	167
CP116296.1	NZ_CP025119.1	89.844	128	10	3	95148	95273	1270801	1270927	1.84e-34	161
CP116296.1	NC_018721.1	71.615	2142	537	64	96402	98508	4703	2598	7.33e-143	521
CP116296.1	NC_018721.1	71.624	2118	534	61	96402	98486	1505599	1507682	2.63e-142	520
CP116296.1	NC_018721.1	71.489	2136	537	63	93178	95277	4703	2604	7.38e-138	505
CP116296.1	NC_018721.1	71.482	2132	534	65	93178	95272	1505599	1507693	9.54e-137	501
CP116296.1	NC_018721.1	90.698	301	24	3	106672	106970	3468733	3468435	1.29e-105	398
CP116296.1	NC_018721.1	90.698	301	24	3	106672	106970	3741361	3741063	1.29e-105	398
CP116296.1	NC_018721.1	90.698	301	24	3	106672	106970	4231960	4231662	1.29e-105	398
CP116296.1	NC_018721.1	90.365	301	25	3	106672	106970	1558415	1558117	5.99e-104	392
CP116296.1	NC_018721.1	90.941	287	26	0	106672	106958	2933672	2933958	2.79e-102	387
CP116296.1	NC_018721.1	88.502	287	33	0	106672	106958	3746441	3746155	1.32e-90	348
CP116296.1	NC_018721.1	84.791	263	39	1	106709	106970	2551467	2551205	4.90e-65	263
CP116296.1	NC_018721.1	85.657	251	35	1	106709	106958	3748998	3748748	4.90e-65	263
CP116296.1	NC_018721.1	93.333	150	10	0	106672	106821	3772729	3772580	8.32e-53	222
CP116296.1	NC_018721.1	87.302	189	24	0	106770	106958	1850427	1850239	3.87e-51	217
CP116296.1	NC_018721.1	86.772	189	25	0	106770	106958	2058573	2058761	1.80e-49	211
CP116296.1	NC_018721.1	78.832	274	46	10	106970	107235	3746101	3745832	2.36e-38	174
CP116296.1	NC_018721.1	91.150	113	10	0	106709	106821	2994845	2994957	3.08e-32	154
CP116296.1	NC_018721.1	87.692	130	16	0	106829	106958	1511485	1511614	1.11e-31	152
CP116296.1	NC_018721.1	93.684	95	6	0	106672	106766	2952573	2952667	6.66e-29	143
